Topic,Keywords,Num_Docs,Children,Parent,Level
369,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
370,"['basin', 0.013532389886677265), 'sierra', 0.013532389886677265), 'fault', 0.012030459940433502), 'valley', 0.012030459940433502), 'hope', 0.01052852999418974), 'crest', 0.009026599116623402), 'volcanic', 0.009026599116623402), 'part', 0.009026599116623402), 'lake', 0.009026599116623402), 'system', 0.009026599116623402)]",5,"[42, 352]",0,1
371,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
372,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
373,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
374,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
375,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
376,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",0,[],-1,-1
377,"['group', 0.030951224267482758), 'chuar', 0.02358539216220379), 'glaciation', 0.01621956191956997), 'chump', 0.013273228891193867), 'microfossil', 0.011800061911344528), 'age', 0.010326895862817764), 'tonian', 0.010326895862817764), 'turnover', 0.010326895862817764), 'biotic', 0.008853729814291), 'assemblage', 0.008853729814291)]",4,[],16,3
378,"['energy', 0.030951224267482758), 'solar', 0.025058558210730553), 'area', 0.02063906006515026), 'offset', 0.019165894016623497), 'renewable', 0.01621956191956997), 'site', 0.01474639493972063), 'rooftop', 0.013273228891193867), 'transportation', 0.011800061911344528), 'desert', 0.011800061911344528), 'electric', 0.010326895862817764)]",4,[],16,3
379,"['public', 0.03321758285164833), 'political', 0.019382687285542488), 'invasive', 0.019382687285542488), 'support', 0.01799919828772545), 'lobbying', 0.011081750504672527), 'cost', 0.011081750504672527), 'manager', 0.011081750504672527), 'preference', 0.009698261506855488), 'prospect', 0.008314771577715874), 'reintroduction', 0.008314771577715874)]",10,[],16,3
380,"['organic', 0.024770677089691162), 'sulfur', 0.02353276126086712), 'sulfurization', 0.016105271875858307), 'sulfide', 0.016105271875858307), 'isotope', 0.014867357909679413), 'carbon', 0.013629443012177944), 'pyrite', 0.013629443012177944), 'cycle', 0.012391528114676476), 'iron', 0.012391528114676476), 'burial', 0.011153613217175007)]",5,[],16,3
381,"['laser', 0.029499534517526627), 'lidar', 0.023601986467838287), 'ablation', 0.017704438418149948), 'science', 0.014165909960865974), 'technique', 0.011806891299784184), 'resolution', 0.011806891299784184), 'mass', 0.011806891299784184), 'zircon', 0.010627381503582), 'isotope', 0.010627381503582), 'ss-lass', 0.009447871707379818)]",9,[],16,3
382,"['plume', 0.04904327914118767), 'bubble', 0.04904327914118767), 'seep', 0.018398892134428024), 'flow', 0.01717311702668667), 'showed', 0.014721564948558807), 'upwelling', 0.013495789840817451), 'described', 0.009818462654948235), 'major', 0.009818462654948235), 'gaussian', 0.009818462654948235), 'minor', 0.008592687547206879)]",6,[],16,3
383,"['flux', 0.032421376556158066), 'co2', 0.028371237218379974), 'measurement', 0.018245885148644447), 'lawn', 0.012170673348009586), 'traffic', 0.012170673348009586), 'h2o', 0.00812053307890892), 'eddy-covariance', 0.00812053307890892), 'device', 0.00812053307890892), 'app', 0.006095462013036013), 'turf-grass', 0.006095462013036013)]",2,[],16,3
384,"['cruise', 0.022343413904309273), 'bat', 0.016466662287712097), 'technician', 0.016466662287712097), 'optical', 0.015291310846805573), 'particle', 0.014115960337221622), 'bbop', 0.012940609827637672), 'calibration', 0.010589908808469772), 'bermuda', 0.010589908808469772), 'pnb', 0.010589908808469772), 'organic', 0.009414558298885822)]",7,[],16,3
385,"['kelp', 0.058203987777233124), 'giant', 0.03277752920985222), 'biomass', 0.020911848172545433), 'diversity', 0.01921674981713295), 'disturbance', 0.018651718273758888), 'urchin', 0.018086684867739677), 'trophic', 0.016956621780991554), 'forest', 0.014131460338830948), 'invertebrate', 0.013001395389437675), 'cascade', 0.01243636291474104)]",21,[],16,3
386,"['co2', 0.07406016439199448), 'global', 0.028986595571041107), 'gosat', 0.021474335342645645), 'xco2', 0.021474335342645645), 'measurement', 0.020401155576109886), 'carbon', 0.019327975809574127), 'sciamachy', 0.01825479418039322), 'product', 0.015035253949463367), 'atmospheric', 0.015035253949463367), 'method', 0.013962074182927608)]",15,[],16,3
387,"['basin', 0.06037614122033119), 'plateau', 0.04268273338675499), 'margin', 0.01874460093677044), 'intermontane', 0.015622235834598541), 'puna', 0.015622235834598541), 'growth', 0.014581447467207909), 'eastern', 0.013540659099817276), 'brine', 0.011459081433713436), 'sedimentary', 0.011459081433713436), 'fluvial', 0.011459081433713436)]",7,[],16,3
388,"['fault', 0.04731140285730362), 'marmara', 0.03000657632946968), 'basin', 0.02423829957842827), 'sea', 0.02423829957842827), 'seismic', 0.013855401426553726), 'reflection', 0.012701746076345444), 'transform', 0.011548090726137161), 'stratigraphic', 0.010394435375928879), 'kern', 0.010394435375928879), 'canyon', 0.009240780025720596)]",7,[],16,3
389,"['breeding', 0.02417423203587532), 'feather', 0.01209718082100153), 'africa', 0.01209718082100153), 'cluster', 0.01008433848619461), 'wintering', 0.01008433848619461), '15n', 0.008071497082710266), 'region', 0.008071497082710266), '13c', 0.008071497082710266), 'america', 0.008071497082710266), 'isotope', 0.008071497082710266)]",2,[],16,3
390,"['human', 0.04396584630012512), 'wildfire', 0.04263395443558693), 'fire', 0.039970166981220245), 'feedback', 0.021323638036847115), 'ignition', 0.01732795313000679), 'decision', 0.0159960575401783), 'activity', 0.0159960575401783), 'post-fire', 0.013332268223166466), 'disconnect', 0.009336583316326141), 'system', 0.009336583316326141)]",10,[],16,3
391,"['specie', 0.042537886649370193), 'community', 0.032530441880226135), 'plant', 0.031904976814985275), 'diversity', 0.031904976814985275), 'stability', 0.028152186423540115), 'biomass', 0.025024861097335815), 'biodiversity', 0.021272068843245506), 'grassland', 0.018144745379686356), 'productivity', 0.015017419122159481), 'experiment', 0.011890092864632607)]",23,[],16,3
392,"['pelagic', 0.002920679049566388), 'change', 2.89176132355351e-05), 'water', 2.89176132355351e-05), 'specie', 2.89176132355351e-05), 'climate', 2.89176132355351e-05), 'using', 2.89176132355351e-05), 'soil', 2.89176132355351e-05), 'rate', 2.89176132355351e-05), 'system', 2.89176132355351e-05), 'surface', 2.89176132355351e-05)]",2,[],184,3
393,"['method', 0.022503990679979324), 'calibration', 0.015759538859128952), 'original', 0.013511387631297112), 'solution', 0.013511387631297112), 'tep', 0.011263236403465271), 'available', 0.009015086106956005), 'described', 0.009015086106956005), 'updated', 0.009015086106956005), 'particle', 0.009015086106956005), 'gel', 0.006766934413462877)]",1,[],16,3
394,"['yield', 0.014920925721526146), 'olefin', 0.012792405672371387), 'reaction', 0.010663885623216629), 'oxidation', 0.010663885623216629), 'iodine', 0.00853536557406187), 'methyl', 0.00853536557406187), 'selective', 0.00853536557406187), 'oxidative', 0.00853536557406187), 'catalyst', 0.006406845524907112), 'sapo-34', 0.006406845524907112)]",5,[],22,3
395,"['california', 0.04011998325586319), 'site', 0.02616824023425579), 'salamander', 0.020936336368322372), 'tiger', 0.020936336368322372), 'frog', 0.019192367792129517), 'red-legged', 0.019192367792129517), 'survey', 0.019192367792129517), '2004', 0.013960463926196098), 'resource', 0.012216495350003242), 'pond', 0.012216495350003242)]",2,[],16,3
396,"['population', 0.0287180133163929), 'effect', 0.02501365914940834), 'theory', 0.023161480203270912), 'dynamic', 0.020383214578032494), 'daphnia', 0.020383214578032494), 'reproduction', 0.019457126036286354), 'individual', 0.019457126036286354), 'energy', 0.017604948952794075), 'food', 0.017604948952794075), 'toxicity', 0.016678858548402786)]",12,[],16,3
397,"['connectivity', 0.06324764341115952), 'larval', 0.04216860979795456), 'population', 0.03162909299135208), 'dynamic', 0.0231974795460701), 'metapopulation', 0.020035624504089355), 'patch', 0.018981672823429108), 'marine', 0.015819815918803215), 'dispersal', 0.015819815918803215), 'nearshore', 0.011604009196162224), 'biophysical', 0.010550057515501976)]",12,[],16,3
398,"['fishery', 0.03929757699370384), 'stock', 0.030756480991840363), 'nearshore', 0.02648593671619892), 'assessment', 0.01794484071433544), 'specie', 0.013674293644726276), 'reserve', 0.01196607481688261), 'marine', 0.011111964471638203), 'mortality', 0.011111964471638203), 'decision', 0.01025785505771637), 'cdfg', 0.01025785505771637)]",6,[],16,3
399,"['rate', 0.043145522475242615), 'sediment', 0.04074899107217789), '10be', 0.035157088190317154), 'erosion', 0.0335594043135643), 'situ', 0.020777912810444832), 'river', 0.015984853729605675), 'concentration', 0.014387167058885098), 'meteoric', 0.013588323257863522), 'landscape', 0.01278948038816452), 'sample', 0.011191793717443943)]",9,[],16,3
400,"['enzyme', 0.0055400896817445755), 'perivitelline', 0.002783826319500804), 'model-mediated', 0.002783826319500804), 'indefinitely', 0.002783826319500804), 'parenthesis', 0.002783826319500804), 'pseudonana', 0.002783826319500804), '3mg', 0.002783826319500804), 'proteolytic', 0.002783826319500804), 'dose-dependently', 0.002783826319500804), 'truly', 0.002783826319500804)]",11,[],257,3
401,"['student', 0.02297750674188137), 'program', 0.011495132930576801), 'tims', 0.011495132930576801), 'kin', 0.010219314135611057), 'activity', 0.010219314135611057), 'ucsb', 0.010219314135611057), 'kin2', 0.008943494409322739), 'provide', 0.008943494409322739), 'science', 0.008943494409322739), 'geochronology', 0.008943494409322739)]",6,[],16,3
402,"['risk', 0.029182858765125275), 'meeting', 0.014596639201045036), 'health', 0.012512893415987492), 'testing', 0.012512893415987492), 'expert', 0.011471020989120007), 'attendance', 0.010429147630929947), 'demonstration', 0.009387275204062462), 'workshop', 0.009387275204062462), 'science', 0.008345401845872402), 'glacier', 0.008345401845872402)]",12,[],16,3
403,"['risk', 0.022595342248678207), 'shrub', 0.021266987547278404), 'vegetation', 0.019938630983233452), 'house', 0.017281917855143547), 'tree', 0.015953561291098595), 'extinction', 0.015953561291098595), 'ndvi', 0.014625204727053642), 'hyperion', 0.01329684816300869), 'cover', 0.011968491598963737), 'scattering', 0.010640135034918785)]",8,[],16,3
404,"['social', 0.04457179829478264), 'activity', 0.024321096017956734), 'conservation', 0.016220813617110252), 'macroecology', 0.012170673348009586), 'business', 0.010145602747797966), 'justice', 0.010145602747797966), 'riverscapes', 0.010145602747797966), 'riverscape', 0.010145602747797966), 'socialecological', 0.010145602747797966), 'place', 0.00812053307890892)]",4,[],16,3
405,"['collection', 0.05179276689887047), 'specimen', 0.017011770978569984), 'insect', 0.015465948730707169), 'history', 0.01469303760677576), 'natural', 0.011601394042372704), 'ccber', 0.010055571794509888), 'california', 0.010055571794509888), 'area', 0.00928266067057848), 'faculty', 0.008509750477969646), 'ucsb', 0.008509750477969646)]",6,[],16,3
406,"['invasion', 0.03378694877028465), 'risk', 0.027249649167060852), 'trait', 0.025070548057556152), 'plant', 0.01853324845433235), 'spread', 0.01853324845433235), 'population', 0.017443697899580002), 'landscape', 0.015264597721397877), 'nanotechnology', 0.015264597721397877), 'invader', 0.014175047166645527), 'specie', 0.014175047166645527)]",12,[],16,3
407,"['soil', 0.04474598541855812), 'moisture', 0.04015783220529556), 'crop', 0.025246327742934227), 'yield', 0.017217054963111877), 'forecast', 0.012628898955881596), 'rainfall', 0.011481859721243382), 'farmer', 0.011481859721243382), 'plant', 0.010334820486605167), 'vegetation', 0.010334820486605167), 'estimate', 0.009187782183289528)]",11,[],16,3
408,"['ice', 0.0365321971476078), 'climate', 0.02953815832734108), 'arctic', 0.027983926236629486), 'greenland', 0.022544119507074356), 'sea', 0.01865854300558567), 'change', 0.017881426960229874), 'circulation', 0.015550080686807632), 'warming', 0.01477296557277441), 'response', 0.013218734413385391), 'variability', 0.012441618368029594)]",16,[],16,3
409,"['particle', 0.03432992100715637), 'phytoplankton', 0.02844647504389286), 'phenological', 0.018640726804733276), 'ocean', 0.01667957752943039), 'pfts', 0.01667957752943039), 'algorithm', 0.015699002891778946), 'abundance', 0.014718428254127502), 'size', 0.013737853616476059), 'seasonal', 0.011776703409850597), 'satellite', 0.011776703409850597)]",9,[],16,3
410,"['stressor', 0.033361997455358505), 'contaminant', 0.021077200770378113), 'estuary', 0.015812288969755173), 'exclusion', 0.012302346527576447), 'disturbance', 0.010547376237809658), 'marine', 0.010547376237809658), 'abundance', 0.008792405016720295), 'biotic', 0.008792405016720295), 'inflicted', 0.007037433795630932), 'broadly', 0.007037433795630932)]",5,[],16,3
411,"['uptake', 0.04284597188234329), 'stream', 0.02785363234579563), 'no3', 0.02785363234579563), 'nitrogen', 0.020357459783554077), 'concentration', 0.01928657852113247), 'effect', 0.01821569725871086), 'nutrient', 0.01821569725871086), 'loss', 0.01393217034637928), 'earthworm', 0.012861289083957672), 'nh4+', 0.01179040689021349)]",8,[],16,3
412,"['widespread', 0.002920679049566388), 'change', 2.89176132355351e-05), 'water', 2.89176132355351e-05), 'specie', 2.89176132355351e-05), 'climate', 2.89176132355351e-05), 'using', 2.89176132355351e-05), 'soil', 2.89176132355351e-05), 'rate', 2.89176132355351e-05), 'system', 2.89176132355351e-05), 'surface', 2.89176132355351e-05)]",1,[],286,3
413,"['hyperspectral', 0.016644304618239403), 'fusion', 0.016644304618239403), 'image', 0.016644304618239403), 'modis', 0.013317661359906197), 'sensor', 0.013317661359906197), 'scidb', 0.013317661359906197), 'lidar', 0.01109989918768406), 'hsi', 0.00999101810157299), 'earth', 0.00999101810157299), 'intensity', 0.008882137015461922)]",10,[],16,3
414,"['radiation', 0.031068438664078712), 'canopy', 0.024598542600870132), 'surface', 0.02201058529317379), 'cover', 0.01554068922996521), 'energy', 0.01554068922996521), 'ucr', 0.014246710576117039), 'flux', 0.014246710576117039), 'gcr', 0.014246710576117039), 'cloudy', 0.012952730990946293), 'near', 0.010364772751927376)]",7,[],16,3
